hspeed,Distancefromexchange,MarketClassification, t24hr , httppost24hr , dns_24hrs , jitter_24hrs_up , jitter_24hrs_down , latencyloss24 
8.00,1905.05,1905.05,4.42,0.69,36.61,1.76,1.37,33.62
38.00,2429.52,2429.52,39.37,8.17,18.95,0.50,0.38,19.36
38.00,540.55,540.55,36.33,9.32,5.32,0.19,0.35,9.01
38.00,2618.98,2618.98,37.09,9.32,11.70,0.19,0.42,11.45
38.00,1012.00,1012.00,36.84,9.31,23.75,0.36,0.33,16.15
150.00,3187.32,3187.32,164.05,9.99,16.72,2.32,0.22,30.40
52.00,526.28,526.28,48.20,9.27,9.29,0.41,0.19,8.67
20.00,3149.78,3149.78,2.88,0.61,26.40,0.72,0.41,23.97
38.00,0.00,0.00,30.75,6.67,15.56,0.49,0.27,15.78
76.00,1407.91,1407.91,70.75,18.50,15.01,0.26,0.28,14.48
8.00,1403.05,1403.05,1.42,0.55,48.83,0.89,0.59,42.39
38.00,2221.19,2221.19,26.37,6.28,7.98,0.28,0.40,13.83
17.00,2514.43,2514.43,3.13,0.84,30.27,0.50,0.67,22.96
38.00,2384.43,2384.43,36.44,8.71,6.59,0.24,0.39,19.76
17.00,2240.40,2240.40,4.84,0.66,22.80,1.11,0.78,20.53
20.00,778.33,778.33,16.62,0.97,18.98,0.71,0.44,12.73
76.00,2958.82,2958.82,46.10,18.43,9.15,0.34,0.93,7.79
38.00,1598.68,1598.68,26.51,5.96,12.91,0.59,0.46,11.60
38.00,225.57,225.57,36.89,8.50,22.34,0.50,0.45,24.95
8.00,3795.55,3795.55,1.90,0.69,52.21,1.36,0.61,50.58
17.00,245.54,245.54,18.13,0.91,28.86,0.51,0.42,21.09
38.00,6240.23,6240.23,29.43,7.00,21.27,0.64,0.38,20.13
76.00,667.80,667.80,64.97,14.69,16.95,0.51,0.52,17.72
17.00,284.99,284.99,10.02,0.96,29.49,0.43,0.29,23.86
76.00,82.13,82.13,72.41,18.56,16.41,0.13,0.34,15.92
17.00,0.00,0.00,2.89,0.69,36.46,0.99,0.68,35.34
76.00,260.54,260.54,46.58,16.77,17.78,0.15,0.25,17.82
17.00,2749.36,2749.36,2.23,0.79,35.15,2.40,0.79,31.12
17.00,1656.59,1656.59,11.17,1.07,17.93,0.53,0.36,18.23
17.00,2336.66,2336.66,5.77,1.42,37.19,0.81,0.54,37.12
76.00,1469.55,1469.55,70.45,18.56,16.22,0.13,0.43,16.08
38.00,257.50,257.50,17.61,9.01,22.53,0.18,0.31,22.83
17.00,4308.19,4308.19,1.65,0.53,40.35,1.21,0.90,34.48
8.00,1222.70,1222.70,6.18,0.31,50.92,1.15,0.47,43.90
17.00,4295.70,4295.70,3.18,1.28,16.46,0.68,0.42,16.34
76.00,285.00,285.00,74.31,21.34,14.77,0.27,0.23,13.11
17.00,311.16,311.16,16.10,0.89,32.23,0.68,0.41,25.09
76.00,2899.77,2899.77,73.41,20.81,10.86,0.11,0.07,9.96
300.00,1084.82,1084.82,310.63,20.61,15.18,0.72,0.21,26.55
17.00,1610.52,1610.52,10.89,0.37,38.55,2.44,0.40,29.25
52.00,1421.81,1421.81,37.17,5.88,26.29,0.31,0.24,17.03
52.00,1344.21,1344.21,43.39,9.25,6.57,0.22,0.27,5.77
52.00,1710.92,1710.92,44.10,9.20,29.22,0.40,0.27,20.76
38.00,2275.59,2275.59,16.89,0.95,28.13,0.94,0.94,20.61
20.00,1798.16,1798.16,12.08,1.01,19.70,0.63,1.28,18.35
38.00,5896.42,5896.42,24.43,4.75,14.50,2.09,0.36,7.40
17.00,1647.85,1647.85,9.20,0.73,12.20,0.77,0.39,11.79
76.00,3609.90,3609.90,73.92,18.57,13.59,0.52,0.40,12.79
17.00,1132.40,1132.40,17.47,1.06,8.94,0.45,0.21,7.91
76.00,3562.63,3562.63,65.68,16.96,14.28,0.14,0.17,7.91
52.00,1070.42,1070.42,53.02,9.57,16.77,0.34,0.25,9.21
76.00,2241.26,2241.26,70.81,18.40,26.30,0.22,0.29,17.54
38.00,1818.19,1818.19,37.10,9.31,9.38,0.14,0.43,5.39
8.00,822.97,822.97,1.45,0.13,46.01,4.15,0.47,37.04
52.00,0.00,0.00,38.54,6.56,25.53,0.30,0.47,18.50
8.00,1938.24,1938.24,4.85,0.33,60.85,0.79,0.56,52.26
76.00,171.01,171.01,67.70,18.56,18.75,0.14,0.37,19.46
76.00,1159.65,1159.65,61.20,16.02,26.88,0.17,0.20,19.29
8.00,5068.77,5068.77,0.42,0.37,46.33,1.27,1.54,44.61
38.00,2482.94,2482.94,36.40,6.98,24.23,0.34,0.65,22.38
38.00,1867.41,1867.41,16.80,1.69,19.53,0.50,0.82,18.75
17.00,2999.28,2999.28,1.71,0.37,39.33,1.15,0.68,38.47
100.00,270.63,270.63,94.46,14.40,9.31,0.35,0.14,8.68
8.00,3404.29,3404.29,1.01,0.33,47.52,0.84,0.61,40.68
76.00,871.00,871.00,43.42,17.95,28.02,0.21,1.20,19.56
52.00,505.02,505.02,44.17,10.96,26.18,0.42,0.84,24.96
76.00,525.52,525.52,72.69,18.51,16.02,0.14,0.37,16.02
76.00,879.08,879.08,52.42,9.66,17.13,0.61,0.42,16.16
17.00,258.26,258.26,17.08,1.01,25.66,0.60,0.48,19.42
38.00,0.00,0.00,37.00,8.88,23.03,0.49,0.42,14.29
17.00,648.35,648.35,7.51,0.99,17.15,0.55,0.30,14.88
38.00,471.61,471.61,36.57,9.14,27.61,0.44,0.31,15.69
17.00,2204.41,2204.41,3.87,0.96,13.98,0.54,0.43,11.96
17.00,2293.66,2293.66,12.91,0.65,25.27,0.91,0.23,27.19
17.00,1759.14,1759.14,3.03,0.66,24.72,0.71,0.86,21.42
150.00,1650.92,1650.92,166.65,11.97,9.24,1.00,0.19,21.21
150.00,2439.59,2439.59,156.49,9.94,16.03,1.37,0.22,20.80
100.00,2274.07,2274.07,104.51,6.04,15.99,2.81,0.24,22.67
200.00,1829.99,1829.99,209.69,12.01,14.04,1.12,0.13,21.25
200.00,837.60,837.60,217.08,12.08,16.86,2.54,0.26,29.26
200.00,2021.16,2021.16,219.15,12.05,15.02,1.79,0.46,23.05
70.00,824.84,824.84,74.18,5.00,10.96,1.79,0.25,20.11
100.00,0.00,0.00,109.72,6.09,10.10,1.11,0.20,19.13
100.00,2129.29,2129.29,51.38,5.94,15.51,2.71,0.38,19.76
38.00,3441.65,3441.65,37.22,9.31,16.11,0.44,0.40,16.39
76.00,1940.52,1940.52,67.35,18.82,11.80,0.20,0.20,9.78
200.00,2494.60,2494.60,217.58,12.02,24.12,0.86,0.36,25.41
38.00,1984.60,1984.60,10.22,6.25,31.65,0.46,0.38,28.25
38.00,3679.24,3679.24,36.97,9.19,29.55,0.39,0.26,15.16
76.00,1443.35,1443.35,71.87,17.83,19.79,0.57,0.46,12.54
38.00,2255.35,2255.35,36.99,9.29,10.80,0.18,0.34,11.62
38.00,2536.36,2536.36,32.29,8.59,12.97,0.28,0.92,12.60
76.00,771.01,771.01,72.44,17.52,18.07,0.60,0.45,16.35
75.00,6930.52,6930.52,73.59,4.72,12.53,0.31,0.30,11.91
17.00,2914.42,2914.42,3.29,0.63,25.69,1.17,0.71,30.96
38.00,595.97,595.97,37.03,9.29,5.66,0.21,0.34,12.49
17.00,1008.24,1008.24,15.86,0.86,26.62,1.13,0.42,22.16
100.00,1847.05,1847.05,109.39,6.07,10.04,1.23,0.22,14.77
38.00,1231.47,1231.47,28.73,5.63,11.91,0.46,0.40,10.36
76.00,733.16,733.16,52.08,9.56,5.63,0.62,0.47,5.09
17.00,1386.06,1386.06,14.15,0.92,30.90,5.09,0.26,21.65
8.00,0.00,0.00,5.76,0.34,23.18,2.94,0.66,21.70
0.00,520.05,520.05,49.67,51.55,11.38,0.06,0.07,6.58
76.00,1712.01,1712.01,69.81,18.57,16.36,0.23,0.30,14.97
76.00,4677.68,4677.68,73.41,20.77,10.36,0.48,0.30,9.03
38.00,5390.21,5390.21,37.28,9.32,10.67,0.53,0.56,13.01
17.00,1633.30,1633.30,7.90,0.91,37.41,7.31,0.85,37.36
80.00,2605.42,2605.42,131.71,31.15,8.48,0.25,0.08,7.32
76.00,1362.93,1362.93,69.84,18.42,12.88,0.22,0.61,12.38
17.00,611.34,611.34,12.72,0.70,35.24,0.51,0.36,28.62
52.00,1202.86,1202.86,49.18,9.23,7.22,0.23,0.34,6.55
52.00,513.52,513.52,33.99,6.77,12.76,0.60,0.54,12.48
76.00,2296.74,2296.74,69.63,20.79,14.17,0.19,0.21,4.16
76.00,452.75,452.75,57.17,16.76,11.92,1.13,1.00,11.10
200.00,654.45,654.45,206.32,11.94,13.79,1.37,0.37,18.06
17.00,3223.00,3223.00,1.30,0.60,37.21,0.87,0.56,40.97
17.00,1669.23,1669.23,14.25,0.66,19.13,1.64,0.31,15.45
76.00,1389.78,1389.78,52.92,18.48,11.23,0.28,0.52,10.89
38.00,1370.49,1370.49,41.38,2.42,17.60,0.49,0.27,10.49
76.00,3421.33,3421.33,70.21,17.81,28.18,0.51,0.45,21.70
17.00,462.83,462.83,15.63,0.86,31.59,0.44,0.37,24.69
76.00,3522.08,3522.08,71.70,20.80,21.67,0.26,0.23,14.76
17.00,6558.06,6558.06,1.11,0.33,47.32,0.76,0.56,39.76
17.00,2106.83,2106.83,3.08,0.75,33.14,0.59,0.55,28.49
17.00,0.00,0.00,3.03,1.25,30.63,0.77,0.39,30.12
76.00,1666.80,1666.80,74.19,18.56,4.47,0.23,0.28,5.82
76.00,281.60,281.60,72.05,18.55,14.04,0.13,0.33,13.42
17.00,128.02,128.02,18.74,1.11,27.31,0.48,0.42,21.47
38.00,3623.64,3623.64,37.16,9.18,15.97,0.31,0.38,22.45
17.00,872.41,872.41,8.37,0.89,41.24,1.07,0.66,30.87
8.00,3707.57,3707.57,0.69,0.26,44.39,1.94,1.52,41.99
76.00,982.84,982.84,72.75,18.53,14.21,0.24,0.29,10.51
76.00,530.85,530.85,72.06,20.81,14.65,0.20,0.14,12.59
38.00,2202.54,2202.54,25.77,2.19,9.61,0.39,0.31,7.82
76.00,913.72,913.72,70.40,18.54,23.53,0.36,0.32,16.02
76.00,2214.08,2214.08,69.47,18.55,32.94,0.22,0.25,21.71
38.00,925.14,925.14,36.02,1.66,22.85,0.58,0.22,22.38
76.00,828.09,828.09,68.14,18.57,14.04,0.21,0.46,12.82
76.00,309.56,309.56,73.66,18.55,17.80,0.16,0.29,16.89
38.00,2618.54,2618.54,36.93,9.07,24.66,0.38,0.28,15.50
76.00,361.89,361.89,54.26,17.19,9.05,0.64,0.67,8.04
76.00,1493.00,1493.00,58.45,16.93,22.14,0.48,0.49,20.93
17.00,293.68,293.68,16.63,0.97,33.69,0.52,0.39,28.86
8.00,4048.08,4048.08,2.54,0.37,32.13,1.31,0.58,30.50
8.00,3653.27,3653.27,2.28,0.52,14.59,0.61,0.46,13.14
38.00,995.89,995.89,35.87,9.25,19.17,0.68,0.42,17.77
17.00,2552.94,2552.94,3.42,0.81,37.80,1.44,0.63,36.98
8.00,2671.09,2671.09,3.73,0.37,37.53,2.17,0.64,33.49
17.00,483.50,483.50,17.47,1.02,16.38,0.86,0.84,13.71
38.00,0.00,0.00,34.91,8.98,19.00,4.37,0.66,13.80
17.00,612.89,612.89,15.72,0.94,22.43,0.76,0.36,25.74
38.00,0.00,0.00,37.21,9.32,10.79,0.54,0.40,13.56
17.00,1444.21,1444.21,14.84,1.01,10.99,1.40,0.63,12.59
17.00,1222.22,1222.22,5.49,0.62,33.27,0.81,0.43,34.43
8.00,2620.89,2620.89,4.67,0.38,46.30,1.34,0.48,37.66
200.00,332.04,332.04,204.17,11.71,14.70,1.57,0.08,20.20
17.00,194.20,194.20,20.11,1.07,16.62,0.54,0.33,22.36
200.00,1440.08,1440.08,177.44,12.00,15.24,1.37,0.54,24.66
38.00,0.00,0.00,36.98,9.29,12.55,0.20,0.44,13.19
17.00,2742.72,2742.72,12.10,1.12,16.23,1.08,0.33,14.64
38.00,1998.65,1998.65,37.27,9.32,12.20,0.16,0.40,14.57
38.00,3384.07,3384.07,20.53,4.71,5.89,0.27,0.36,13.39
17.00,750.38,750.38,16.36,0.98,19.15,0.79,0.37,15.10
17.00,462.40,462.40,11.17,0.94,19.49,1.32,0.46,32.57
8.00,2623.35,2623.35,1.46,0.57,22.25,2.99,0.70,45.07
17.00,2417.04,2417.04,1.69,0.63,30.63,0.88,0.58,32.52
38.00,1928.89,1928.89,37.09,9.30,6.73,0.17,0.34,15.11
17.00,746.28,746.28,10.29,0.85,20.11,0.93,0.43,25.22
17.00,240.52,240.52,11.00,0.90,17.72,0.60,0.39,27.78
8.00,1229.58,1229.58,7.36,1.05,19.36,0.66,0.60,39.03
8.00,0.00,0.00,3.36,0.55,48.97,1.21,0.52,23.41
76.00,2239.44,2239.44,58.23,18.57,27.07,0.26,0.29,20.55
38.00,2314.42,2314.42,37.29,9.30,4.99,0.19,0.16,7.11
20.00,820.04,820.04,15.27,1.02,28.77,0.73,0.53,22.95
38.00,210.77,210.77,37.16,9.30,7.24,0.28,0.41,12.49
17.00,1774.22,1774.22,7.45,0.79,21.45,1.39,0.59,32.08
8.00,6006.74,6006.74,0.67,0.17,76.53,1.08,0.66,50.17
17.00,1983.22,1983.22,4.28,0.81,17.00,0.38,0.48,27.50
8.00,3543.34,3543.34,1.76,0.69,38.02,1.71,1.05,34.25
17.00,2649.53,2649.53,2.47,0.62,22.27,1.34,0.54,33.49
17.00,293.34,293.34,18.16,0.86,24.17,1.30,0.33,32.58
17.00,347.35,347.35,14.93,0.96,21.32,0.80,0.37,29.30
17.00,2799.58,2799.58,5.09,1.01,23.80,0.85,0.52,31.64
38.00,1595.76,1595.76,35.76,8.47,23.81,1.05,0.69,20.27
76.00,1002.96,1002.96,61.32,12.88,6.11,0.25,0.46,10.55
76.00,388.19,388.19,61.78,18.59,19.58,0.27,0.31,14.77
200.00,1504.22,1504.22,209.54,12.04,14.67,0.69,0.08,16.36
17.00,1572.76,1572.76,7.72,0.82,14.03,0.69,1.05,14.48
20.00,178.47,178.47,15.10,1.04,23.62,0.89,0.61,21.85
17.00,0.00,0.00,5.23,0.67,36.30,0.60,0.43,29.31
76.00,1942.95,1942.95,70.48,18.54,6.28,0.48,0.40,15.72
38.00,1288.03,1288.03,23.10,5.51,22.52,0.72,0.42,14.43
17.00,2511.77,2511.77,2.22,0.43,34.36,1.55,0.75,33.92
8.00,3592.85,3592.85,2.72,0.31,58.48,1.30,0.45,50.09
8.00,4705.60,4705.60,1.45,0.33,53.40,0.87,0.81,45.18
38.00,1768.09,1768.09,31.56,9.24,14.47,0.11,0.23,14.26
38.00,333.25,333.25,31.64,7.80,20.14,0.31,0.41,18.55
50.00,1091.08,1091.08,54.12,2.88,18.28,6.41,0.24,20.79
8.00,3068.14,3068.14,1.11,0.37,36.65,1.86,0.49,36.03
76.00,588.80,588.80,70.25,18.48,19.35,0.29,0.32,18.46
38.00,0.00,0.00,37.08,9.32,25.92,0.19,0.40,19.26
17.00,3480.82,3480.82,11.61,1.01,12.14,0.73,0.52,8.40
76.00,1103.92,1103.92,63.14,18.54,6.57,0.38,0.38,13.92
38.00,2305.57,2305.57,23.21,5.74,24.14,0.34,0.30,17.98
52.00,1081.84,1081.84,50.00,11.18,16.15,0.21,0.18,16.75
100.00,1498.80,1498.80,104.67,6.07,14.87,1.68,0.44,25.48
17.00,1491.02,1491.02,13.68,0.85,37.67,1.16,0.97,31.02
76.00,511.01,511.01,57.25,18.56,15.41,0.49,0.47,15.51
38.00,1740.55,1740.55,36.69,9.29,10.71,0.25,0.28,11.82
76.00,1876.27,1876.27,70.88,18.50,13.73,0.22,0.63,12.30
52.00,449.07,449.07,40.66,6.40,27.18,0.28,0.27,16.90
38.00,0.00,0.00,36.83,8.90,24.52,0.51,0.60,16.21
38.00,1063.86,1063.86,37.11,9.17,16.62,0.41,0.33,8.82
38.00,0.00,0.00,37.13,9.31,18.23,0.51,0.62,9.40
150.00,1990.89,1990.89,127.23,9.93,15.91,1.89,0.59,21.28
17.00,1737.65,1737.65,6.96,1.04,34.69,0.70,0.45,30.24
76.00,777.50,777.50,69.25,18.56,15.41,0.13,0.34,15.25
38.00,2119.07,2119.07,26.37,7.78,11.35,0.27,0.58,10.79
17.00,4789.80,4789.80,0.61,0.32,44.49,1.36,2.24,43.70
17.00,2300.08,2300.08,12.84,0.95,21.51,0.55,0.31,21.49
8.00,2027.35,2027.35,6.19,0.33,47.10,1.28,0.54,39.24
52.00,0.00,0.00,47.85,9.25,25.19,0.42,0.43,17.04
76.00,903.61,903.61,74.29,18.57,17.91,0.51,0.39,16.98
8.00,2660.39,2660.39,2.89,0.57,48.49,0.85,0.43,42.63
38.00,2812.48,2812.48,36.92,9.28,15.72,0.55,0.57,15.17
75.00,188.51,188.51,73.39,9.80,11.53,0.28,0.29,11.64
76.00,1631.68,1631.68,59.16,12.59,26.07,0.59,0.74,23.40
38.00,1428.64,1428.64,36.59,9.26,26.65,0.38,0.32,17.29
76.00,2001.26,2001.26,70.86,18.54,14.92,0.21,0.25,6.56
76.00,621.54,621.54,68.41,17.42,18.93,0.35,0.33,10.56
17.00,541.59,541.59,16.78,1.04,34.97,0.87,0.64,32.14
17.00,0.00,0.00,4.19,0.65,26.99,1.36,0.96,26.73
17.00,459.54,459.54,18.51,0.93,19.28,1.18,0.35,21.05
38.00,737.55,737.55,36.70,9.31,6.11,0.10,0.61,7.92
17.00,1638.07,1638.07,5.39,0.66,25.58,0.66,0.30,25.40
38.00,1773.33,1773.33,29.39,9.27,5.87,0.18,0.23,13.38
17.00,4698.43,4698.43,0.95,0.24,40.52,1.33,0.78,34.53
200.00,1900.96,1900.96,210.54,12.11,14.87,1.90,0.26,23.48
70.00,152.43,152.43,76.74,4.99,8.06,1.07,0.32,16.83
17.00,640.65,640.65,12.93,1.14,19.14,0.86,0.46,14.33
8.00,2715.10,2715.10,3.71,0.37,33.38,1.22,0.58,32.43
17.00,174.93,174.93,20.64,1.07,23.22,0.35,0.31,21.93
17.00,2808.70,2808.70,3.62,0.71,32.00,0.70,0.51,24.36
8.00,4087.23,4087.23,1.48,0.33,38.53,1.11,0.50,29.96
17.00,2884.74,2884.74,3.83,0.52,47.37,1.10,1.11,39.70
76.00,0.00,0.00,73.41,20.78,15.27,0.23,0.08,14.64
76.00,2321.83,2321.83,73.46,20.81,12.10,0.31,0.11,11.17
38.00,3133.39,3133.39,30.97,6.54,28.07,0.63,0.58,26.07
8.00,2855.59,2855.59,2.60,0.32,39.07,1.41,0.63,30.33
0.00,1756.87,1756.87,50.69,8.17,18.66,0.73,0.67,11.85
38.00,2891.81,2891.81,34.30,9.31,13.64,0.25,0.32,12.91
17.00,3477.94,3477.94,5.40,0.66,28.49,0.69,0.67,31.00
17.00,1117.48,1117.48,9.96,0.94,19.45,0.83,0.53,22.00
17.00,1407.15,1407.15,6.69,0.62,27.80,1.26,0.36,24.04
17.00,1223.15,1223.15,12.40,0.66,20.69,1.59,0.95,15.52
76.00,0.00,0.00,71.26,17.98,8.23,0.49,0.59,7.76
76.00,3743.22,3743.22,74.40,18.68,9.50,0.54,0.43,8.76
8.00,3547.83,3547.83,6.57,0.72,25.35,0.52,0.42,34.38
17.00,477.15,477.15,6.75,0.84,26.28,0.83,0.54,32.87
38.00,2745.21,2745.21,22.05,6.25,27.60,0.48,0.35,19.26
17.00,4867.37,4867.37,9.11,1.04,9.93,0.53,0.56,7.69
17.00,1841.22,1841.22,2.33,0.66,29.17,0.56,0.26,29.59
150.00,439.74,439.74,154.31,10.00,10.12,0.72,0.28,18.36
200.00,1175.92,1175.92,216.24,12.07,16.69,2.43,0.21,28.96
300.00,808.30,808.30,314.43,20.95,16.75,2.57,0.27,28.89
100.00,640.94,640.94,109.66,6.02,9.23,0.59,0.21,14.30
100.00,1567.86,1567.86,107.54,5.60,22.67,13.47,0.37,17.66
52.00,540.82,540.82,49.42,9.65,8.80,0.31,0.30,8.39
20.00,5499.01,5499.01,0.15,0.34,44.22,1.34,2.81,39.64
17.00,1345.13,1345.13,16.01,1.08,11.80,0.48,0.35,9.26
38.00,687.91,687.91,29.41,7.97,35.81,0.33,0.28,24.48
38.00,912.80,912.80,29.41,5.97,6.78,0.35,0.78,13.76
38.00,962.85,962.85,36.41,7.02,9.23,0.24,0.21,10.13
17.00,3766.37,3766.37,4.17,0.59,17.45,1.40,0.47,25.99
38.00,634.33,634.33,34.65,6.08,10.96,0.32,0.34,11.92
38.00,180.27,180.27,37.11,9.31,5.80,0.18,0.32,9.56
17.00,344.69,344.69,10.55,0.64,42.30,1.11,0.72,42.23
70.00,2643.78,2643.78,42.51,5.90,15.25,2.23,0.27,19.39
38.00,381.91,381.91,24.62,6.30,20.47,0.62,0.69,19.54
200.00,2933.02,2933.02,218.78,12.06,16.27,2.14,0.24,23.08
20.00,1390.31,1390.31,11.14,1.04,15.80,0.63,0.58,14.31
17.00,3204.10,3204.10,7.49,0.85,18.08,1.02,0.63,28.78
38.00,3393.73,3393.73,39.35,2.83,7.20,0.30,0.47,17.69
38.00,1760.33,1760.33,36.37,3.64,16.72,0.34,0.30,14.37
17.00,475.99,475.99,9.33,0.86,26.60,1.01,0.60,28.72
17.00,1042.88,1042.88,9.04,0.51,35.75,0.68,0.39,28.56
8.00,4794.41,4794.41,2.13,0.33,45.90,0.87,0.50,37.17
76.00,459.58,459.58,74.16,18.55,11.57,0.13,0.33,11.17
200.00,2006.47,2006.47,182.99,11.95,15.61,0.55,0.11,24.34
17.00,3852.47,3852.47,4.52,0.76,17.00,0.63,0.52,15.74
17.00,752.09,752.09,14.19,0.95,18.47,0.63,0.31,26.87
38.00,365.66,365.66,37.14,9.32,7.42,0.12,0.41,10.15
200.00,858.22,858.22,206.94,12.05,14.30,2.01,0.24,24.86
76.00,936.65,936.65,73.31,18.53,12.39,0.21,0.29,12.27
76.00,491.92,491.92,46.13,9.17,17.88,2.08,0.44,15.38
17.00,0.00,0.00,7.32,0.65,23.43,0.80,0.85,23.80
17.00,3613.56,3613.56,2.13,0.63,30.22,2.21,0.53,37.42
8.00,5245.08,5245.08,1.78,0.22,47.29,2.37,0.56,41.02
17.00,3401.55,3401.55,5.78,1.07,8.70,0.75,0.53,18.06
100.00,2342.24,2342.24,107.12,6.03,15.89,1.83,0.32,18.13
38.00,3329.10,3329.10,36.99,9.31,18.28,0.17,0.39,9.32
76.00,1322.84,1322.84,69.95,18.63,11.22,0.14,0.35,11.00
38.00,3160.21,3160.21,36.59,9.29,27.13,0.20,0.49,20.40
100.00,862.40,862.40,103.54,5.95,15.11,0.67,0.09,20.73
200.00,2442.45,2442.45,215.88,12.10,13.92,1.34,0.23,13.89
200.00,484.12,484.12,195.77,11.90,15.10,0.92,0.09,25.93
38.00,0.00,0.00,28.88,8.05,18.72,0.45,0.51,24.17
200.00,1102.79,1102.79,201.01,11.96,14.57,0.79,0.08,19.48
100.00,1357.11,1357.11,94.50,5.24,9.32,0.40,0.15,8.66
100.00,859.21,859.21,78.59,5.99,10.15,2.61,0.46,14.46
100.00,1309.54,1309.54,102.11,6.03,16.96,2.04,0.49,23.71
200.00,3889.26,3889.26,218.75,11.54,15.25,1.53,0.09,20.19
17.00,5868.55,5868.55,2.83,0.67,29.85,1.02,0.46,32.15
200.00,2053.83,2053.83,194.72,12.06,17.50,2.82,0.32,23.21
200.00,3403.48,3403.48,219.34,12.04,19.60,2.51,0.23,24.40
8.00,1942.55,1942.55,6.28,0.90,20.20,0.84,0.55,15.25
76.00,974.05,974.05,54.01,14.66,26.43,2.03,0.33,20.64
20.00,379.73,379.73,13.84,1.03,15.47,0.68,0.70,13.46
200.00,496.76,496.76,219.21,12.08,15.69,1.70,0.21,20.80
100.00,845.66,845.66,103.70,6.03,17.87,2.74,0.47,25.11
38.00,1021.26,1021.26,35.98,9.21,15.85,0.58,0.55,11.32
200.00,2723.07,2723.07,209.87,12.08,14.95,1.90,0.28,16.52
38.00,1614.68,1614.68,36.47,9.25,11.75,0.44,0.28,13.04
17.00,0.00,0.00,13.89,0.66,18.44,0.90,0.20,14.82
38.00,1096.91,1096.91,36.76,9.29,7.79,0.49,0.57,14.31
38.00,584.28,584.28,36.94,9.28,19.02,1.23,1.29,16.44
20.00,1723.12,1723.12,8.16,0.91,20.18,1.19,0.68,17.88
38.00,449.42,449.42,37.24,9.32,10.06,0.36,0.29,12.66
38.00,1383.97,1383.97,35.30,6.32,25.26,0.29,0.28,23.85
75.00,1026.04,1026.04,75.87,9.86,8.83,0.36,0.15,8.45
17.00,474.35,474.35,16.03,0.96,17.64,0.78,0.35,16.96
38.00,1797.68,1797.68,37.33,9.33,10.57,0.25,0.26,11.73
38.00,326.59,326.59,21.02,4.40,22.63,0.35,0.26,20.18
150.00,1461.25,1461.25,163.98,9.99,10.36,0.83,0.14,17.14
17.00,3288.65,3288.65,1.60,0.68,28.00,1.04,0.87,21.84
38.00,1837.08,1837.08,36.59,9.18,19.36,0.35,0.31,9.29
20.00,496.76,496.76,12.88,0.80,21.00,1.18,0.71,18.38
38.00,754.12,754.12,36.85,9.31,11.78,0.24,0.30,11.73
20.00,428.34,428.34,15.34,0.81,13.23,0.89,0.38,18.38
38.00,3241.36,3241.36,33.96,9.50,34.88,0.37,0.37,32.69
38.00,1112.30,1112.30,17.53,1.29,10.52,0.30,0.34,9.99
38.00,2225.33,2225.33,20.24,3.92,18.53,0.30,0.34,9.69
200.00,600.60,600.60,218.96,20.91,15.15,0.66,0.08,23.72
38.00,108.23,108.23,35.68,9.20,20.00,0.70,0.72,18.55
76.00,1008.74,1008.74,59.69,12.86,8.01,0.51,0.29,8.11
38.00,1783.40,1783.40,24.78,6.80,17.51,0.17,0.56,25.52
38.00,1702.13,1702.13,37.30,9.32,10.05,0.38,0.36,7.69
200.00,0.00,0.00,197.78,11.99,9.82,1.28,0.34,22.24
76.00,1894.01,1894.01,59.21,16.15,19.32,0.16,0.18,12.83
76.00,498.66,498.66,59.40,13.01,18.83,0.34,0.29,12.84
17.00,1035.41,1035.41,10.01,0.81,29.57,1.13,0.75,29.96
17.00,675.91,675.91,12.95,0.86,28.93,1.01,0.32,38.83
76.00,868.34,868.34,39.74,16.14,30.12,0.47,0.65,27.19
76.00,473.87,473.87,74.27,18.57,10.13,0.13,0.33,9.99
38.00,1586.40,1586.40,5.97,1.33,24.26,1.22,0.92,27.53
20.00,398.03,398.03,15.87,0.85,16.67,0.75,0.56,14.16
8.00,4903.55,4903.55,2.00,0.33,90.44,1.35,0.68,54.46
38.00,553.14,553.14,34.07,9.26,25.84,0.39,0.93,20.09
8.00,1037.02,1037.02,6.65,0.34,38.13,0.95,0.54,31.45
38.00,1749.33,1749.33,36.96,9.27,10.95,0.37,0.41,9.93
38.00,2311.36,2311.36,36.94,9.27,9.40,0.29,0.34,6.77
17.00,728.34,728.34,12.25,0.37,32.97,1.16,0.48,31.25
17.00,724.16,724.16,12.46,0.75,26.61,1.69,0.32,26.40
38.00,2397.23,2397.23,37.01,9.25,27.82,0.42,0.33,18.96
0.00,615.26,615.26,42.91,14.09,42.69,7.32,7.16,37.98
70.00,1700.28,1700.28,76.62,4.99,8.11,1.48,0.07,12.83
17.00,1275.98,1275.98,6.11,0.68,56.73,1.15,0.62,55.03
20.00,1546.96,1546.96,4.82,0.98,28.72,1.14,0.84,32.72
17.00,651.71,651.71,11.00,0.94,46.35,0.46,0.29,9.86
17.00,2335.67,2335.67,2.22,0.80,26.82,0.46,0.43,19.13
17.00,872.17,872.17,8.57,0.66,29.20,0.95,0.37,28.35
38.00,1212.29,1212.29,30.44,6.37,17.47,0.25,0.35,13.82
8.00,0.00,0.00,1.85,0.79,19.10,0.87,0.83,34.76
17.00,255.93,255.93,8.01,1.09,7.60,0.37,0.83,14.73
