hspeed,Distancefromexchange,MarketClassification, t24hr , httppost24hr , dns_24hrs , jitter_24hrs_up , jitter_24hrs_down , latencyloss24 
60.00,900.32,900.32,65.80,2.92,7.01,1.25,0.10,17.86
17.00,1316.03,1316.03,4.48,0.66,33.16,1.00,0.57,35.43
0.00,3328.42,3328.42,43.61,9.67,29.68,3.49,2.65,29.91
52.00,453.03,453.03,50.32,6.98,24.42,0.40,0.37,20.09
0.00,0.00,0.00,2.35,0.42,35.34,1.86,0.62,37.42
76.00,233.81,233.81,68.52,18.56,8.90,0.19,0.25,8.22
20.00,2939.49,2939.49,2.18,0.65,33.96,0.87,0.63,32.29
38.00,3882.92,3882.92,36.66,9.29,8.17,0.25,0.60,16.36
20.00,190.09,190.09,15.32,0.98,12.69,0.64,0.50,11.74
76.00,463.24,463.24,71.11,18.42,14.75,0.25,0.31,8.54
38.00,2028.10,2028.10,37.29,9.32,11.30,0.22,0.40,12.98
52.00,3176.61,3176.61,32.00,8.15,13.73,0.56,0.39,13.37
38.00,1018.77,1018.77,37.23,8.94,11.01,0.48,0.40,14.68
8.00,2037.00,2037.00,5.84,0.82,34.39,0.68,0.53,31.12
76.00,2129.72,2129.72,74.27,18.43,22.91,0.32,0.32,15.38
38.00,392.58,392.58,45.13,6.08,11.11,0.24,0.24,10.06
38.00,1716.15,1716.15,34.81,9.25,13.16,0.33,0.95,12.31
76.00,1551.88,1551.88,57.63,13.54,17.10,0.27,0.29,12.74
76.00,940.92,940.92,47.98,13.56,15.15,0.27,0.36,13.14
20.00,3767.84,3767.84,7.20,0.81,18.33,0.71,0.38,17.07
38.00,0.00,0.00,18.22,2.61,16.33,0.39,0.53,10.18
38.00,917.75,917.75,34.00,5.08,9.07,0.43,0.67,8.80
76.00,1854.19,1854.19,64.97,18.42,23.30,0.26,0.27,16.44
38.00,1072.04,1072.04,16.59,8.59,15.21,0.41,0.42,13.03
38.00,2850.25,2850.25,35.96,9.30,13.98,0.36,0.36,22.23
38.00,3573.71,3573.71,35.73,7.89,21.98,0.46,0.37,9.45
52.00,2420.25,2420.25,48.64,9.38,9.10,0.35,0.54,8.47
8.00,4570.60,4570.60,1.53,0.60,27.61,0.90,0.80,35.33
38.00,3070.96,3070.96,37.21,9.30,7.46,0.24,0.42,15.26
52.00,1411.46,1411.46,40.62,6.61,8.40,0.80,0.85,8.50
38.00,1773.67,1773.67,35.51,10.57,28.41,0.43,0.37,22.60
38.00,2419.34,2419.34,36.73,9.10,17.81,0.18,0.49,12.76
17.00,527.96,527.96,10.18,0.79,51.05,17.95,0.39,75.12
38.00,2545.78,2545.78,23.53,5.27,11.24,0.48,0.77,11.03
8.00,3478.22,3478.22,1.90,0.45,32.69,0.82,0.54,29.48
76.00,768.35,768.35,49.76,18.36,9.29,0.25,0.30,7.86
76.00,1150.97,1150.97,71.84,18.43,14.39,0.32,0.42,7.40
20.00,679.15,679.15,13.53,1.06,21.71,0.52,0.45,21.74
38.00,2454.58,2454.58,36.95,9.42,7.40,0.30,0.23,6.90
40.00,2765.45,2765.45,36.97,9.33,17.90,0.45,0.43,16.46
76.00,2584.30,2584.30,73.30,18.66,11.42,0.21,0.22,10.27
55.00,1593.96,1593.96,50.52,9.36,8.84,0.25,0.27,7.84
17.00,232.22,232.22,13.85,0.99,21.58,0.91,0.47,22.84
76.00,2192.52,2192.52,61.93,18.56,10.45,0.32,0.36,7.85
17.00,7676.03,7676.03,7.31,1.07,25.45,0.49,0.71,21.76
8.00,6265.19,6265.19,6.48,0.42,48.84,2.58,0.81,49.18
76.00,2403.74,2403.74,74.18,18.56,15.58,0.18,0.34,12.38
20.00,745.86,745.86,12.26,1.06,12.12,0.46,0.36,10.05
38.00,827.27,827.27,31.91,8.41,10.04,0.28,0.42,7.61
76.00,4210.53,4210.53,56.31,14.11,12.05,0.47,7.41,11.24
38.00,999.32,999.32,36.87,9.27,13.02,0.27,0.46,13.22
38.00,3972.25,3972.25,33.71,6.38,17.30,0.56,0.27,16.94
38.00,654.15,654.15,36.40,9.12,16.80,0.27,0.31,10.89
38.00,2704.81,2704.81,37.15,7.87,6.42,0.82,0.82,8.70
76.00,1430.24,1430.24,60.99,15.42,8.52,0.26,0.40,8.37
76.00,2273.14,2273.14,74.26,18.56,7.21,0.19,0.35,6.19
38.00,2013.26,2013.26,23.91,7.07,13.91,0.29,0.34,15.89
50.00,3631.14,3631.14,52.26,3.06,11.69,2.09,0.26,13.03
76.00,1289.08,1289.08,62.23,16.89,15.07,0.46,0.53,12.55
76.00,1166.18,1166.18,35.89,9.19,9.50,0.32,0.29,14.12
76.00,0.00,0.00,65.36,17.79,17.44,0.32,0.34,9.07
76.00,1406.09,1406.09,74.12,18.43,15.39,0.30,0.33,8.48
38.00,4010.44,4010.44,8.94,4.83,24.78,4.03,3.79,28.14
20.00,1654.47,1654.47,3.09,0.75,32.38,1.17,1.08,31.34
76.00,3096.22,3096.22,74.72,20.79,16.53,0.42,0.36,15.37
52.00,0.00,0.00,40.44,5.50,18.84,0.37,0.28,11.62
70.00,1246.26,1246.26,71.79,4.98,14.51,2.66,0.14,15.39
38.00,0.00,0.00,37.24,9.32,12.36,0.27,0.29,9.26
76.00,595.40,595.40,70.93,16.85,9.65,0.21,0.20,8.88
17.00,1993.14,1993.14,11.78,1.10,15.70,0.52,0.32,8.97
76.00,3252.37,3252.37,74.14,13.26,12.61,0.21,0.36,12.51
38.00,1058.15,1058.15,32.52,4.21,22.85,0.40,0.37,14.87
76.00,345.78,345.78,48.19,15.86,8.48,0.75,0.90,8.36
17.00,38.01,38.01,12.95,0.69,18.72,0.95,0.34,16.94
76.00,926.81,926.81,64.11,18.66,8.08,0.20,0.19,5.62
38.00,856.85,856.85,32.02,5.41,11.55,0.37,0.36,5.95
76.00,2696.14,2696.14,24.80,10.64,19.76,0.29,0.33,13.76
17.00,1914.48,1914.48,4.85,0.80,42.34,0.65,0.84,35.15
17.00,2205.23,2205.23,3.41,0.41,30.63,0.94,0.42,39.29
38.00,2743.59,2743.59,37.09,9.34,6.42,0.25,0.35,10.06
76.00,1172.55,1172.55,74.22,18.56,8.71,0.25,0.34,7.74
76.00,1426.34,1426.34,59.25,17.39,9.82,0.23,0.59,7.89
17.00,2939.19,2939.19,18.76,0.97,13.30,0.57,0.45,8.76
38.00,1997.93,1997.93,36.56,8.45,8.91,0.42,0.44,8.73
38.00,598.08,598.08,27.71,4.50,30.79,0.40,0.58,31.38
38.00,949.64,949.64,27.68,5.69,28.39,0.65,0.68,22.58
76.00,769.92,769.92,73.70,18.60,11.74,0.26,0.36,11.64
38.00,878.79,878.79,30.09,8.15,12.67,0.36,0.38,12.78
20.00,483.99,483.99,18.38,1.00,14.97,0.67,0.43,13.66
76.00,1077.13,1077.13,46.17,18.55,21.69,0.17,0.22,18.17
38.00,2449.55,2449.55,28.16,6.26,7.30,0.30,0.51,10.09
76.00,304.42,304.42,36.75,9.26,18.67,0.25,0.47,17.54
76.00,156.52,156.52,65.77,18.18,36.70,0.44,0.66,34.20
76.00,0.00,0.00,73.56,18.52,9.61,0.19,0.35,8.24
76.00,928.33,928.33,73.62,18.54,9.24,0.25,0.30,8.16
38.00,0.00,0.00,37.14,6.92,10.69,0.32,0.30,9.20
38.00,1168.14,1168.14,34.90,7.63,19.42,0.37,0.59,11.58
76.00,335.85,335.85,73.89,18.55,11.54,0.18,0.34,10.21
38.00,2302.03,2302.03,29.69,7.38,14.31,0.40,0.35,23.32
38.00,2600.13,2600.13,35.24,6.63,14.06,0.43,0.31,14.48
17.00,703.42,703.42,18.92,1.03,19.18,0.62,0.30,13.83
38.00,2480.32,2480.32,31.85,7.58,26.99,0.35,0.60,25.97
38.00,379.49,379.49,37.31,9.33,9.22,0.28,0.20,10.93
17.00,807.42,807.42,13.10,0.76,8.00,0.93,0.39,21.58
38.00,3522.74,3522.74,9.05,1.84,14.91,0.40,0.41,14.66
38.00,451.07,451.07,13.81,6.18,27.20,0.37,0.64,23.82
20.00,189.38,189.38,14.11,0.95,49.95,12.19,0.77,24.06
8.00,1935.15,1935.15,3.32,0.65,36.80,0.87,0.97,35.11
76.00,1763.22,1763.22,52.25,10.94,21.43,0.37,0.26,19.89
76.00,910.82,910.82,71.70,18.64,6.88,0.28,0.32,17.09
200.00,1146.27,1146.27,194.66,11.91,10.09,2.41,0.16,14.72
150.00,2290.00,2290.00,140.28,9.93,9.99,1.60,0.42,15.13
200.00,775.24,775.24,218.38,12.10,9.89,1.04,0.20,15.10
38.00,3420.74,3420.74,26.27,4.58,16.87,0.58,0.82,11.47
76.00,1118.18,1118.18,71.30,18.59,13.03,0.27,0.33,11.60
38.00,612.54,612.54,36.69,9.45,9.39,0.31,0.41,8.27
76.00,0.00,0.00,50.08,14.28,7.98,0.29,0.28,7.19
50.00,426.92,426.92,34.91,3.20,22.58,3.03,0.32,28.57
38.00,2611.51,2611.51,36.76,9.31,11.02,0.28,0.34,9.93
76.00,2024.26,2024.26,56.03,18.35,8.32,0.34,0.47,8.02
76.00,3303.47,3303.47,71.93,18.47,10.81,0.26,0.27,10.04
38.00,617.40,617.40,40.65,8.15,20.59,0.35,0.34,26.58
76.00,1210.52,1210.52,71.28,18.55,21.61,0.27,0.57,13.63
200.00,1506.16,1506.16,194.97,20.55,14.83,1.51,0.11,18.99
200.00,593.40,593.40,190.37,12.24,11.32,2.01,0.26,11.78
38.00,119.89,119.89,36.65,9.28,9.06,0.23,0.45,12.98
100.00,676.24,676.24,109.59,6.13,11.56,1.57,0.24,13.88
8.00,1458.92,1458.92,6.01,1.04,17.86,1.06,0.48,17.02
200.00,1598.79,1598.79,188.57,12.19,16.98,2.34,0.26,30.30
76.00,463.50,463.50,46.36,10.58,20.63,0.29,0.31,28.41
200.00,659.25,659.25,205.69,12.22,11.87,2.05,0.28,21.19
55.00,957.35,957.35,49.98,9.38,8.31,0.47,0.30,7.36
200.00,3111.07,3111.07,211.70,12.14,14.94,2.96,0.26,12.65
200.00,1988.88,1988.88,216.53,12.08,13.53,1.26,0.25,13.76
200.00,943.52,943.52,186.59,11.74,25.65,4.74,0.12,30.69
17.00,2338.09,2338.09,3.38,0.64,35.06,1.77,0.85,34.05
8.00,2582.59,2582.59,4.67,0.36,52.15,1.03,0.75,50.29
38.00,2395.08,2395.08,36.47,9.30,9.90,0.23,0.47,12.01
55.00,0.00,0.00,49.26,9.59,20.49,0.33,0.41,11.14
0.00,2057.03,2057.03,6.89,1.18,28.26,0.87,0.42,30.44
200.00,1934.27,1934.27,214.15,12.08,14.21,1.73,0.13,13.85
55.00,1461.73,1461.73,50.04,9.25,14.23,0.41,0.40,12.93
76.00,2202.01,2202.01,70.20,18.43,14.95,0.25,0.31,7.59
38.00,1156.47,1156.47,28.74,5.61,33.61,0.27,0.33,32.22
76.00,0.00,0.00,71.55,18.46,14.29,0.31,0.35,12.93
200.00,0.00,0.00,180.82,12.15,16.84,2.06,0.36,23.76
200.00,2489.61,2489.61,218.63,12.19,11.81,2.39,0.23,13.90
200.00,1272.78,1272.78,212.82,12.22,17.24,0.96,0.25,22.42
0.00,311.42,311.42,62.24,19.69,19.23,0.27,0.31,16.09
200.00,1248.86,1248.86,209.26,12.16,14.77,1.73,0.08,13.49
17.00,2298.49,2298.49,9.53,1.39,18.06,0.65,0.32,12.44
76.00,390.75,390.75,73.07,18.49,12.23,0.27,0.27,10.62
38.00,1609.77,1609.77,37.17,9.34,13.96,0.33,0.22,14.26
200.00,740.81,740.81,195.16,12.17,14.34,1.77,0.17,13.82
38.00,1103.19,1103.19,16.77,4.53,14.57,0.39,0.37,15.82
76.00,978.16,978.16,67.14,17.04,11.14,0.21,0.21,10.67
38.00,3017.44,3017.44,43.85,7.90,12.59,0.33,0.34,11.16
8.00,1017.71,1017.71,4.26,0.37,31.87,1.34,0.55,30.51
76.00,471.15,471.15,70.57,16.96,6.66,0.22,0.30,6.04
76.00,584.64,584.64,74.06,18.78,6.55,0.23,0.34,11.23
52.00,1377.48,1377.48,47.88,7.90,6.12,0.34,0.36,5.18
76.00,0.00,0.00,68.39,16.97,14.55,0.24,0.23,12.95
350.00,967.18,967.18,365.51,21.02,15.30,1.29,0.16,25.50
38.00,1761.38,1761.38,36.79,9.33,7.33,0.22,0.42,6.69
17.00,840.86,840.86,7.95,0.58,27.07,1.50,0.68,28.83
100.00,1219.53,1219.53,108.74,6.02,16.62,1.76,0.26,22.49
0.00,1217.01,1217.01,56.10,17.17,24.23,1.41,1.43,18.97
200.00,4634.42,4634.42,174.42,12.09,15.46,2.01,0.15,26.87
350.00,2482.03,2482.03,308.02,21.04,16.68,2.18,0.29,25.72
200.00,1835.37,1835.37,199.31,12.02,14.79,2.53,0.28,16.53
76.00,4238.37,4238.37,69.36,18.49,12.82,0.45,0.54,12.02
38.00,3034.26,3034.26,36.88,9.33,6.59,0.24,0.33,7.04
76.00,2424.56,2424.56,74.17,18.55,9.26,0.25,0.27,8.49
38.00,912.76,912.76,34.19,5.55,19.99,0.44,0.47,19.70
8.00,2744.43,2744.43,1.81,0.35,29.48,0.69,0.48,22.85
38.00,707.70,707.70,23.85,8.88,12.05,0.64,0.57,10.97
152.00,1800.17,1800.17,72.18,12.12,14.75,2.92,0.17,18.11
76.00,1085.24,1085.24,52.05,18.56,9.91,0.28,0.28,8.79
76.00,0.00,0.00,68.06,18.43,10.74,0.29,0.33,4.62
8.00,2650.13,2650.13,2.73,0.39,48.92,1.20,0.71,42.56
38.00,0.00,0.00,36.89,9.32,10.52,0.22,0.47,9.18
38.00,0.00,0.00,27.82,6.52,24.38,0.36,0.46,18.93
80.00,532.51,532.51,49.09,15.20,29.19,0.37,0.45,27.84
76.00,953.32,953.32,70.22,16.78,16.20,0.19,0.18,10.44
38.00,4469.94,4469.94,17.32,3.03,15.79,0.43,0.44,15.84
76.00,2066.67,2066.67,52.19,18.58,11.76,0.31,0.34,10.21
20.00,901.63,901.63,12.04,0.66,23.62,0.68,0.42,23.89
0.00,3882.05,3882.05,1.49,0.25,57.71,2.68,0.65,38.25
8.00,3145.45,3145.45,3.56,0.67,26.02,0.68,0.65,27.24
52.00,1316.50,1316.50,45.74,6.36,13.26,0.34,0.29,13.32
38.00,456.12,456.12,35.34,9.24,22.11,0.39,0.31,13.20
38.00,3178.12,3178.12,30.32,6.22,18.68,0.37,0.50,18.10
38.00,4436.73,4436.73,19.52,1.14,13.51,0.81,0.54,13.99
76.00,1741.43,1741.43,69.25,16.66,18.52,0.39,0.30,15.80
8.00,3434.85,3434.85,4.19,0.63,28.42,1.12,0.53,40.46
52.00,4491.16,4491.16,28.93,6.92,11.27,0.27,0.31,10.03
76.00,3498.28,3498.28,40.83,13.10,6.19,0.23,0.44,5.10
8.00,1992.76,1992.76,7.13,0.91,20.58,0.82,0.75,19.58
50.00,1465.24,1465.24,54.00,3.03,14.26,1.74,0.10,24.33
38.00,323.58,323.58,36.96,9.27,29.22,0.44,0.27,17.07
17.00,595.60,595.60,16.17,0.83,29.48,1.69,0.47,33.37
76.00,0.00,0.00,56.67,18.48,16.11,0.25,0.33,15.20
17.00,525.59,525.59,14.79,0.97,19.41,0.51,0.41,17.80
38.00,0.00,0.00,36.79,9.26,10.01,0.31,0.54,10.30
76.00,0.00,0.00,63.84,18.39,19.74,0.29,0.31,9.55
76.00,508.36,508.36,49.03,10.25,7.38,0.31,0.28,6.54
76.00,1098.18,1098.18,40.61,14.77,7.44,0.31,0.41,6.46
38.00,1220.45,1220.45,42.13,7.00,7.84,0.35,0.31,6.76
20.00,703.93,703.93,5.64,0.80,31.56,0.88,0.57,32.26
17.00,986.65,986.65,11.39,1.10,15.03,0.45,0.28,16.19
76.00,419.59,419.59,71.95,18.65,12.51,0.28,0.31,19.38
76.00,961.09,961.09,71.12,18.64,7.69,0.26,0.28,6.76
76.00,2340.87,2340.87,73.43,18.55,11.99,0.20,0.44,11.31
17.00,48.37,48.37,18.29,1.06,13.41,1.55,0.40,9.83
76.00,2107.77,2107.77,69.96,18.54,41.38,0.27,0.30,12.89
76.00,243.60,243.60,66.85,18.51,13.54,0.21,0.37,13.21
17.00,1373.36,1373.36,9.64,0.66,18.50,0.52,0.30,16.55
17.00,297.83,297.83,17.86,0.85,25.98,1.17,0.44,24.71
70.00,928.69,928.69,76.64,5.00,12.98,1.43,0.26,14.90
76.00,1878.88,1878.88,57.23,17.73,15.43,0.47,0.38,8.44
38.00,0.00,0.00,31.21,9.58,36.57,0.65,0.79,30.04
38.00,1370.57,1370.57,37.07,9.32,5.05,0.25,0.26,11.35
76.00,4446.43,4446.43,57.89,15.95,13.99,0.27,0.28,6.44
17.00,3796.59,3796.59,2.47,0.65,32.33,0.91,0.53,42.98
8.00,980.01,980.01,6.76,0.36,16.49,0.96,0.23,15.09
76.00,1440.19,1440.19,74.06,18.54,8.10,0.27,0.28,6.83
17.00,380.35,380.35,16.14,0.76,47.39,0.89,0.47,25.56
76.00,254.92,254.92,61.98,13.99,20.93,0.25,0.31,15.90
17.00,773.22,773.22,18.88,1.07,16.83,0.58,0.35,11.79
76.00,1649.86,1649.86,42.58,18.46,19.82,0.40,0.37,13.27
17.00,1092.44,1092.44,11.29,0.97,23.21,0.73,0.34,22.58
38.00,2539.78,2539.78,32.64,6.69,13.16,0.27,0.48,17.40
20.00,0.00,0.00,2.66,1.02,31.99,0.45,0.46,27.29
38.00,574.74,574.74,35.37,5.96,28.87,0.41,0.75,28.22
76.00,0.00,0.00,50.92,17.71,26.17,0.32,0.38,25.60
76.00,2920.41,2920.41,68.00,18.62,8.20,0.23,0.35,13.62
76.00,776.06,776.06,67.28,18.44,21.29,0.29,0.37,12.28
17.00,301.03,301.03,16.37,0.89,11.13,0.45,0.51,10.11
38.00,997.57,997.57,35.31,6.44,18.47,0.38,0.78,18.23
200.00,1402.32,1402.32,217.76,12.20,13.12,1.17,0.21,19.75
200.00,722.95,722.95,193.76,7.60,15.62,2.97,0.09,14.91
150.00,1599.33,1599.33,164.27,10.01,14.89,1.44,0.25,14.66
200.00,2158.27,2158.27,193.81,12.21,14.92,1.60,0.09,19.05
76.00,2502.51,2502.51,52.10,18.37,21.93,0.52,0.31,20.83
200.00,2637.50,2637.50,187.50,12.13,17.90,2.77,0.28,22.73
200.00,1509.90,1509.90,192.20,12.07,10.80,1.45,0.25,13.46
200.00,578.66,578.66,214.36,10.42,21.24,6.55,0.11,23.92
200.00,910.34,910.34,217.39,12.01,11.72,1.71,0.22,13.98
200.00,822.07,822.07,193.76,12.14,15.82,1.51,0.24,21.81
200.00,2393.81,2393.81,211.70,12.03,11.71,1.77,0.28,14.01
200.00,1840.30,1840.30,205.64,12.05,16.33,1.61,0.26,24.28
38.00,1654.73,1654.73,32.45,8.45,10.53,0.42,0.46,8.10
200.00,1018.96,1018.96,190.73,11.92,16.39,1.90,0.32,22.05
76.00,0.00,0.00,74.46,18.68,7.82,0.19,0.19,10.37
70.00,1697.44,1697.44,76.46,5.13,12.98,1.95,0.27,13.23
200.00,2125.03,2125.03,188.09,12.17,15.42,1.27,0.27,26.66
38.00,2080.57,2080.57,34.93,6.25,32.49,0.34,0.30,32.62
76.00,582.09,582.09,43.73,8.23,15.15,0.37,0.28,14.84
76.00,420.31,420.31,41.83,11.21,7.72,0.51,0.29,7.90
200.00,1017.85,1017.85,162.56,20.56,22.44,2.83,0.26,28.94
200.00,2255.49,2255.49,208.78,12.16,11.07,2.07,0.25,16.59
200.00,2903.76,2903.76,213.75,12.10,14.64,2.11,0.10,13.25
17.00,2858.21,2858.21,2.14,0.86,30.29,2.00,0.65,29.69
38.00,1347.65,1347.65,40.66,5.03,18.46,1.04,0.39,19.75
50.00,1064.50,1064.50,54.70,3.20,15.49,1.97,0.33,18.36
76.00,794.74,794.74,14.30,9.50,20.44,2.61,1.17,16.59
76.00,386.57,386.57,61.83,14.37,16.21,0.34,0.38,15.06
200.00,983.01,983.01,187.60,12.18,14.57,1.10,0.30,22.53
350.00,1237.02,1237.02,356.21,13.91,16.84,4.83,0.13,22.04
38.00,63.98,63.98,36.86,9.38,19.15,0.41,0.30,12.78
17.00,439.83,439.83,8.87,1.09,22.90,0.90,0.58,16.84
300.00,1439.20,1439.20,168.00,20.53,18.40,1.66,0.22,21.79
200.00,1935.85,1935.85,215.12,11.70,10.14,2.02,0.09,14.17
20.00,3314.43,3314.43,1.09,0.30,44.83,1.07,0.79,39.97
76.00,228.11,228.11,73.46,18.44,10.58,0.23,0.33,9.11
38.00,604.40,604.40,22.97,3.38,16.14,0.34,0.42,13.30
76.00,0.00,0.00,50.03,18.66,7.39,0.19,0.22,4.66
38.00,1402.24,1402.24,9.34,9.40,8.97,0.26,0.46,8.21
17.00,746.77,746.77,9.67,0.72,32.49,0.76,0.81,35.12
76.00,2385.50,2385.50,73.98,18.54,10.09,0.19,0.32,9.07
70.00,0.00,0.00,74.55,5.94,17.48,2.99,0.28,25.74
17.00,0.00,0.00,5.61,1.11,10.37,0.38,0.22,9.76
38.00,3406.97,3406.97,26.81,6.90,7.31,0.51,0.58,14.81
38.00,2096.81,2096.81,34.26,7.07,11.40,0.33,0.41,11.32
76.00,2175.53,2175.53,55.22,18.56,3.95,0.32,0.36,9.48
38.00,1502.05,1502.05,26.69,4.54,15.54,0.30,0.37,14.65
38.00,702.00,702.00,36.76,9.38,17.45,0.41,0.31,9.98
70.00,1952.13,1952.13,76.12,4.98,14.24,1.59,0.26,17.83
200.00,1013.31,1013.31,212.63,12.13,13.99,2.64,0.27,21.35
76.00,437.58,437.58,64.09,14.85,9.85,0.22,0.31,8.27
55.00,521.28,521.28,49.04,7.80,13.90,0.43,0.34,11.49
76.00,1500.75,1500.75,71.57,18.79,8.78,0.23,0.34,7.22
76.00,1435.25,1435.25,48.81,16.84,17.39,0.29,0.34,16.01
200.00,1120.90,1120.90,209.91,12.18,14.97,2.57,0.37,20.43
200.00,1981.27,1981.27,218.59,12.09,14.26,1.79,0.10,16.54
200.00,2065.05,2065.05,170.52,12.21,13.00,1.67,0.43,15.76
350.00,834.01,834.01,354.64,20.87,14.96,1.71,0.08,26.87
200.00,1647.29,1647.29,193.31,12.11,14.75,1.79,0.15,19.49
17.00,815.48,815.48,5.58,0.97,10.36,0.58,0.38,8.50
38.00,1620.76,1620.76,24.27,4.68,10.05,0.29,0.24,8.97
76.00,182.12,182.12,70.70,18.58,6.50,0.26,0.36,13.00
20.00,2506.37,2506.37,4.66,0.93,33.55,0.72,1.16,31.64
150.00,1271.87,1271.87,164.14,10.07,13.65,1.49,0.24,18.15
150.00,1786.00,1786.00,33.83,9.98,20.55,2.72,0.89,28.63
76.00,675.49,675.49,74.14,18.55,9.71,0.19,0.35,8.70
200.00,522.87,522.87,210.03,12.08,15.68,1.22,0.31,17.33
55.00,1923.09,1923.09,47.92,9.41,14.12,0.45,0.41,12.49
76.00,954.70,954.70,74.39,18.60,10.11,0.19,0.19,9.20
350.00,1392.63,1392.63,322.12,20.71,19.53,1.97,0.27,26.38
76.00,1380.84,1380.84,52.56,18.56,20.37,0.62,0.71,20.02
76.00,790.00,790.00,68.55,14.32,9.36,0.40,0.36,9.48
200.00,1369.18,1369.18,135.12,12.14,16.28,2.09,0.55,23.12
76.00,2263.89,2263.89,58.61,11.61,7.57,0.26,0.36,7.48
200.00,1508.43,1508.43,117.25,12.07,16.40,1.90,0.24,20.98
17.00,416.16,416.16,6.19,0.60,20.11,1.92,1.24,18.71
76.00,499.38,499.38,73.72,20.81,6.21,0.20,0.13,5.18
76.00,2662.69,2662.69,43.89,7.97,15.71,0.30,0.28,9.14
38.00,579.77,579.77,34.76,7.00,27.26,0.50,0.44,26.75
200.00,1852.43,1852.43,215.12,11.68,16.96,2.85,0.24,23.73
200.00,811.38,811.38,191.01,12.17,14.07,1.84,0.34,16.01
76.00,1085.80,1085.80,73.55,16.81,9.16,0.76,1.65,9.25
76.00,3377.18,3377.18,40.71,12.77,7.35,0.22,0.49,6.78
52.00,1070.88,1070.88,35.72,7.15,17.53,0.58,0.50,11.54
17.00,48.92,48.92,11.68,0.92,34.77,0.47,0.36,26.92
17.00,0.00,0.00,4.75,1.06,15.80,0.50,0.74,14.30
76.00,2207.24,2207.24,72.31,18.50,24.39,0.32,0.41,24.27
8.00,0.00,0.00,2.32,0.35,28.07,2.36,0.74,19.73
38.00,1680.22,1680.22,15.81,1.92,23.04,3.23,0.34,15.07
76.00,1533.95,1533.95,52.89,9.84,10.97,0.33,0.26,9.20
8.00,506.25,506.25,6.46,0.54,32.55,0.67,0.69,28.42
55.00,2429.91,2429.91,39.06,6.77,8.73,0.46,0.24,7.75
38.00,2708.00,2708.00,35.76,6.96,9.54,0.35,0.34,12.02
200.00,2181.86,2181.86,184.05,11.98,10.37,2.40,0.21,11.61
50.00,1128.89,1128.89,54.40,2.85,16.16,2.43,0.09,20.39
80.00,0.00,0.00,68.31,18.08,27.17,0.38,0.38,13.65
38.00,386.12,386.12,37.24,9.32,10.77,0.28,0.28,9.50
76.00,3849.55,3849.55,61.08,16.95,13.05,0.22,0.21,11.20
76.00,2549.18,2549.18,72.80,18.57,19.20,0.28,0.39,15.16
38.00,1579.85,1579.85,35.03,9.27,13.71,0.37,0.38,9.03
200.00,523.58,523.58,218.95,12.10,17.20,2.33,0.24,20.15
200.00,2125.38,2125.38,205.16,12.04,16.22,1.65,0.24,21.44
300.00,1568.83,1568.83,318.76,20.86,17.16,1.47,0.26,25.94
200.00,1339.91,1339.91,192.36,11.63,16.30,1.71,0.19,20.92
200.00,1241.39,1241.39,212.51,12.10,10.08,1.24,0.24,14.76
200.00,1053.22,1053.22,138.22,20.72,16.21,1.50,0.26,19.68
17.00,2390.94,2390.94,12.27,0.70,24.85,0.77,0.47,24.06
200.00,335.15,335.15,216.40,11.95,16.13,3.32,0.83,23.54
76.00,340.62,340.62,47.32,16.65,24.67,0.31,0.28,15.76
200.00,1108.88,1108.88,204.50,12.03,16.90,1.95,0.28,19.94
17.00,562.86,562.86,15.53,1.10,8.08,0.71,0.37,5.76
70.00,2375.44,2375.44,76.18,4.98,9.70,1.16,0.27,10.33
17.00,3372.06,3372.06,15.22,0.55,22.27,0.81,0.42,20.54
38.00,1660.78,1660.78,26.87,5.10,11.70,0.32,0.40,11.24
38.00,835.69,835.69,36.95,9.31,11.44,0.27,0.28,12.37
76.00,1426.41,1426.41,60.22,18.50,12.67,0.26,0.33,11.44
76.00,2040.50,2040.50,71.56,16.73,9.49,0.32,0.40,7.77
76.00,348.90,348.90,73.24,18.47,15.54,0.20,0.46,15.02
38.00,1031.00,1031.00,37.31,9.33,11.07,0.22,0.18,12.59
76.00,614.12,614.12,65.54,16.99,12.17,0.22,0.26,11.31
76.00,835.17,835.17,72.99,18.50,11.37,0.30,0.37,10.72
76.00,2288.44,2288.44,73.54,20.57,12.60,0.70,0.27,11.58
38.00,1316.55,1316.55,36.78,9.27,12.46,0.67,0.44,14.61
76.00,1560.97,1560.97,34.01,17.36,9.25,0.55,0.74,9.94
38.00,669.07,669.07,37.60,4.03,11.71,0.36,0.30,14.35
76.00,1046.66,1046.66,71.10,18.53,12.18,0.25,0.33,11.74
76.00,649.83,649.83,71.94,18.34,30.19,0.27,0.30,19.72
100.00,556.79,556.79,102.21,5.79,13.76,6.18,0.16,15.93
52.00,1396.96,1396.96,55.26,11.13,8.39,0.27,0.80,7.33
38.00,2912.65,2912.65,36.20,8.94,18.94,1.13,0.48,16.59
76.00,2003.53,2003.53,69.75,18.41,12.42,0.35,0.38,7.01
76.00,1398.05,1398.05,64.52,18.54,8.28,0.31,0.38,7.04
76.00,1126.64,1126.64,66.89,16.96,13.37,0.23,0.30,11.64
38.00,1379.24,1379.24,36.75,6.84,12.50,0.81,0.95,12.68
76.00,2709.92,2709.92,71.09,20.58,9.14,0.61,0.15,8.96
