Ip,Throughput
223.165.27.143,0.496
223.165.27.145,0.173
223.165.27.148,0.013
223.165.27.150,0.025
223.165.27.152,0.135
223.165.27.154,0
223.165.27.155,0
223.165.27.156,0.027
223.165.27.158,0.001
223.165.27.160,0.009
223.165.27.161,0.072
223.165.27.164,0
223.165.27.165,0
223.165.27.168,0
223.165.27.169,0.08
223.165.27.171,0
223.165.27.174,0.484
223.165.27.179,0.022
223.165.27.180,0
223.165.27.185,0.012
223.165.27.186,0.001
223.165.27.194,0.004
223.165.27.195,0.008
223.165.27.198,0.012
223.165.27.201,0.001
223.165.27.203,0
223.165.27.204,0.003
223.165.27.205,0
223.165.27.207,0
223.165.27.210,0
223.165.27.211,0.239
223.165.27.212,0.001
223.165.27.214,0.006
223.165.27.218,0.004
223.165.27.222,0
223.165.27.233,0.012
223.165.27.234,0.148
223.165.27.237,0
223.165.27.238,0
223.165.27.240,0
223.165.27.241,0.001
223.165.27.242,0.504
223.165.27.244,0
223.165.27.245,0.015
223.165.27.247,0.087
223.165.27.250,0
223.165.27.251,0.026
223.165.27.252,0.003
34.102.244.13,0
34.102.244.26,0
34.102.244.29,0.005
34.102.244.35,0.019
34.102.244.38,0
34.102.244.43,0.001
34.102.244.45,0
34.102.244.50,0
34.102.244.52,0
34.102.244.60,0
34.102.244.66,0
34.102.244.73,0.02
34.102.244.76,0.09
34.102.244.85,0.03
34.102.244.91,0.077
34.102.244.97,0.023
34.102.244.108,0
34.102.244.113,0.182
34.102.244.127,0.337
34.102.244.132,0.078
34.102.244.138,0.001
34.102.244.141,0
34.102.244.155,0.004
34.102.244.162,0
34.102.244.167,0.044
34.102.244.182,0.003
34.102.244.187,0
34.102.244.190,0.224
34.102.244.191,0
34.102.244.195,0
34.102.244.196,0.004
34.102.244.201,0
34.102.244.210,0.054
34.102.244.222,0.387
34.102.244.225,0
139.159.241.25,0.001
139.159.241.48,0.001
139.159.241.50,0.023
139.159.241.54,0.002
139.159.241.58,0.024
139.159.241.64,0.001
139.159.241.68,0.003
139.159.241.71,0.001
139.159.241.90,0.26
139.159.241.109,0
139.159.241.110,0.001
139.159.241.126,0.003
139.159.241.131,0.003
139.159.241.141,0.001
139.159.241.144,0.017
139.159.241.156,0.029
139.159.241.164,0.001
139.159.241.166,0.005
139.159.241.179,0.001
139.159.241.186,0.005
139.159.241.187,0.042
139.159.241.197,0.001
139.159.241.245,0.001
139.159.241.253,0.003
66.135.195.75,0
66.135.195.135,0.067
66.135.195.149,0.051
66.135.195.155,0.22
66.135.195.156,0
202.130.245.10,0.001
202.130.245.12,0.001
202.130.245.33,0.001
202.130.245.254,0.005
208.109.192.14,0.016
208.109.192.59,0.013
208.109.192.141,0
136.147.40.1,0.009
136.147.40.20,0.008
136.147.40.21,0.009
136.147.40.22,0.01
136.147.40.25,0.006
136.147.40.28,0.009
136.147.40.40,0.009
136.147.40.41,0.009
136.147.40.42,0.01
136.147.40.43,0.01
136.147.40.48,0.006
136.147.40.51,0.006
136.147.40.54,0.006
136.147.40.55,0.009
136.147.40.56,0.011
136.147.40.57,0.01
136.147.40.60,0.006
136.147.40.76,0.008
136.147.40.77,0.01
136.147.40.78,0.01
136.147.40.79,0.009
136.147.40.80,0.01
136.147.40.81,0.01
136.147.40.84,0.01
136.147.40.85,0.009
136.147.40.86,0.01
136.147.40.87,0.01
136.147.40.90,0.006
136.147.40.93,0.01
136.147.40.94,0.009
136.147.40.95,0.011
136.147.40.96,0.01
136.147.40.99,0.006
136.147.40.100,0.009
136.147.40.101,0.01
136.147.40.102,0.01
136.147.40.108,0.005
136.147.40.111,0.005
136.147.40.112,0.009
136.147.40.113,0.01
136.147.40.114,0.01
136.147.40.118,0.009
136.147.40.119,0.011
136.147.40.120,0.01
136.147.40.126,0.009
136.147.40.129,0.009
136.147.40.148,0.008
136.147.40.149,0.01
136.147.40.150,0.01
136.147.40.153,0.006
136.147.40.156,0.009
136.147.40.168,0.008
136.147.40.169,0.008
136.147.40.170,0.01
136.147.40.171,0.01
136.147.40.176,0.006
136.147.40.179,0.006
136.147.40.182,0.005
136.147.40.183,0.009
136.147.40.184,0.011
136.147.40.185,0.01
136.147.40.188,0.005
136.147.40.204,0.008
136.147.40.205,0.009
136.147.40.206,0.01
136.147.40.207,0.009
136.147.40.208,0.011
136.147.40.209,0.01
136.147.40.212,0.01
136.147.40.213,0.009
136.147.40.214,0.01
136.147.40.215,0.01
136.147.40.218,0.007
136.147.40.221,0.009
136.147.40.222,0.009
136.147.40.223,0.01
136.147.40.224,0.01
136.147.40.227,0.006
136.147.40.228,0.009
136.147.40.229,0.011
136.147.40.230,0.01
136.147.40.236,0.006
136.147.40.239,0.005
136.147.40.240,0.009
136.147.40.241,0.01
136.147.40.242,0.01
136.147.40.246,0.009
136.147.40.247,0.011
136.147.40.248,0.009
136.147.40.254,0.009
195.8.215.166,0.443
195.8.215.177,0.699
195.8.215.245,0
195.8.215.246,0
159.45.2.184,0.079
159.45.2.185,0.084
159.45.2.186,0.084
159.45.2.188,0.082
159.45.2.189,0.086
159.45.2.190,0.082
159.45.2.191,0.084
159.45.2.192,0.085
159.45.2.193,0.084
159.45.2.194,0.083
159.45.2.195,0.079
159.45.2.196,0.083
159.45.2.197,0.085
159.45.2.199,0.084
159.45.2.208,0.084
159.45.2.209,0.085
159.45.2.211,0.084
159.45.2.212,0.089
159.45.2.214,0.086
159.45.2.215,0.084
169.47.19.76,0.023
169.47.19.77,0.023
169.47.19.155,0.01
106.10.218.41,0
106.10.218.42,0
106.10.218.43,0
106.10.218.44,0
106.10.218.45,0
106.10.218.46,0
106.10.218.47,0
106.10.218.48,0
106.10.218.136,0.025
106.10.218.137,0.021
151.101.129.28,0.352
151.101.129.96,0.013
151.101.129.109,1.346
151.101.129.110,0.083
151.101.129.134,0.459
151.101.129.250,0.032
186.192.90.18,0.414
72.21.206.37,0.092
72.21.206.74,0.006
72.21.206.105,0.134
72.21.206.118,0.136
72.21.206.158,0.001
124.108.115.71,0.02
124.108.115.72,0.025
124.108.115.87,0.01
124.108.115.94,0
124.108.115.100,0.01
124.108.115.101,0.01
124.108.115.102,0.011
106.11.186.5,0.156
106.11.186.32,0.203
106.11.186.34,0.013
106.11.186.35,0.09
106.11.186.36,0.119
106.11.186.37,0.172
106.11.186.40,0.163
106.11.186.42,0.159
106.11.186.43,0
103.41.167.213,0.009
94.182.163.2,0.056
94.182.163.15,0.003
94.182.163.19,0.003
94.182.163.22,0.003
94.182.163.29,0.003
94.182.163.31,0.003
94.182.163.32,0.003
94.182.163.34,0.003
94.182.163.39,0.003
94.182.163.47,0.003
94.182.163.48,0.055
94.182.163.67,0.166
94.182.163.94,0
94.182.163.96,0
94.182.163.98,0
94.182.163.99,0
94.182.163.100,0
94.182.163.102,0
94.182.163.106,0.003
94.182.163.115,0.003
94.182.163.117,0.003
94.182.163.118,0.056
94.182.163.131,0.055
94.182.163.132,0.057
94.182.163.134,0.003
94.182.163.135,0.059
94.182.163.137,0.058
94.182.163.180,0.003
94.182.163.185,0.003
94.182.163.186,0.003
94.182.163.187,0.003
94.182.163.190,0.001
94.182.163.229,0.003
94.182.163.230,0.314
94.182.163.250,0
94.182.163.252,0.003
185.89.12.131,0.251
185.89.12.134,0.01
185.89.12.135,0.011
185.89.12.137,0.099
185.89.12.139,0.04
185.89.12.146,0.183
103.68.221.54,0.002
103.68.221.55,0.025
103.68.221.191,0.029
103.68.221.192,0.043
103.68.221.193,0.002
103.68.221.210,0.005
103.68.221.215,0.008
103.68.221.225,0.003
103.68.221.228,0.002
34.225.39.8,0.011
34.225.39.26,0.008
34.225.39.57,0.003
34.225.39.64,0.323
34.225.39.65,0.003
34.225.39.124,0.037
34.225.39.156,0.031
34.225.39.157,0.013
34.225.39.180,0
34.225.39.195,0
34.225.39.213,0.017
34.225.39.241,0.008
34.225.39.247,0.046
203.119.169.5,0.189
203.119.169.6,0.159
203.119.169.7,0.154
203.119.169.8,0.039
203.119.169.9,0.14
203.119.169.11,0.16
203.119.169.16,0.196
203.119.169.17,0.191
203.119.169.18,0.201
203.119.169.25,0.154
203.119.169.27,0.147
203.119.169.35,0.173
203.119.169.38,0.187
203.119.169.39,0.161
203.119.169.40,0.139
203.119.169.41,0.149
203.119.169.43,0.149
203.119.169.44,0.149
203.119.169.46,0.16
203.119.169.55,0.141
203.119.169.56,0.165
203.119.169.64,0.152
203.119.169.76,0.142
203.119.169.77,0.148
203.119.169.79,0.152
203.119.169.80,0.197
203.119.169.81,0.113
203.119.169.83,0.204
203.119.169.84,0.203
203.119.169.86,0.197
203.119.169.88,0.165
203.119.169.89,0.191
203.119.169.90,0.156
203.119.169.91,0.197
203.119.169.98,0.188
203.119.169.122,0.151
203.119.169.131,0.208
203.119.169.135,0.157
203.119.169.139,0.144
203.119.169.141,0.13
203.119.169.142,0.156
203.119.169.147,0.131
203.119.169.155,0.148
203.119.169.156,0.154
203.119.169.158,0.14
203.119.169.166,0.18
203.119.169.168,0.16
203.119.169.169,0.117
203.119.169.175,0.122
203.119.169.176,0.151
203.119.169.183,0.001
203.119.169.184,0
203.119.169.200,0.192
203.119.169.207,0.17
203.119.169.211,0.143
203.119.169.212,0.192
203.119.169.218,0.144
203.119.169.219,0.186
203.119.169.220,0.216
203.119.169.221,0.206
203.119.169.223,0.152
203.119.169.224,0.197
203.119.169.226,0.29
203.119.169.227,0.153
203.119.169.229,0.193
203.119.169.236,0.194
203.119.169.237,0.149
203.119.169.238,0.193
203.119.169.239,0.198
203.119.169.240,0.266
203.119.169.241,0.157
203.119.169.243,0.287
203.119.169.251,0.154
200.147.35.48,0
200.147.35.51,0.174
200.147.35.52,0.164
200.147.35.56,0.474
200.147.35.57,0.916
200.147.35.58,0.891
200.147.35.59,0.911
200.147.35.60,0.92
200.147.35.64,0.464
200.147.35.65,0.949
200.147.35.66,0.893
200.147.35.67,0.904
200.147.35.68,0.889
200.147.35.69,0.903
200.147.35.70,0.906
200.147.35.71,0.941
200.147.35.150,0.001
200.147.35.188,0.001
200.147.35.200,0.002
200.147.35.214,0.002
200.147.35.224,0
5.226.176.5,0.231
5.226.176.6,0.529
5.226.176.7,0.38
5.226.176.8,0.513
5.226.176.9,0.393
5.226.176.10,0.392
5.226.176.12,0.365
5.226.176.13,0.255
5.226.176.14,0.392
5.226.176.15,0.377
5.226.176.23,0.379
5.226.176.27,0.376
5.226.176.29,0.38
5.226.176.34,0.392
5.226.176.38,0.382
5.226.176.43,0.552
5.226.176.64,0.241
5.226.176.67,0.385
5.226.176.68,0.25
5.226.176.69,0.421
5.226.176.70,0.409
5.226.176.71,0.26
5.226.176.72,0.388
5.226.176.73,0.404
5.226.176.74,0.235
5.226.176.75,0.411
5.226.176.76,0.408
5.226.176.78,0.369
5.226.176.79,0.231
5.226.176.80,0.406
5.226.176.81,0.393
5.226.176.82,0.241
5.226.176.83,0.222
5.226.176.84,0.4
5.226.176.85,0.239
5.226.176.86,0.392
5.226.176.87,0.381
5.226.176.88,0.248
5.226.176.89,0.394
5.226.176.90,0.378
5.226.176.91,0.247
5.226.176.92,0.386
5.226.176.95,0.37
5.226.176.98,0.38
5.226.176.99,0.246
5.226.176.100,0.368
5.226.176.101,0.377
5.226.176.103,0.401
5.226.176.122,0.383
5.226.176.126,0.376
5.226.176.130,0.381
35.190.79.3,0.001
35.190.79.7,0.049
35.190.79.16,0
35.190.79.25,0
35.190.79.28,0.002
35.190.79.38,0.001
35.190.79.47,0
35.190.79.53,0.002
35.190.79.67,0
35.190.79.68,0
35.190.79.70,0
35.190.79.71,0.037
35.190.79.81,0.016
35.190.79.83,0
35.190.79.91,0.011
35.190.79.98,0
35.190.79.99,0.004
35.190.79.101,0.246
35.190.79.110,0.011
35.190.79.115,0
35.190.79.119,0
35.190.79.131,0.002
35.190.79.135,0.005
35.190.79.140,0.036
35.190.79.160,0.016
35.190.79.173,0.002
35.190.79.186,0.908
35.190.79.187,0
35.190.79.192,1.551
35.190.79.193,0.064
35.190.79.198,0.483
35.190.79.202,0.001
35.190.79.228,0
35.190.79.240,0
35.190.79.241,0.12
35.190.79.249,0.016
35.190.79.250,0.001
153.254.147.1,0
153.254.147.9,0.049
153.254.147.17,0
153.254.147.28,0
153.254.147.36,0.072
153.254.147.39,0.005
153.254.147.41,0.033
153.254.147.68,0.215
153.254.147.69,0.03
153.254.147.70,0
153.254.147.120,0.218
153.254.147.133,0.002
136.147.57.16,0.006
136.147.57.20,0.009
136.147.57.21,0.01
136.147.57.22,0.009
136.147.57.23,0.009
136.147.57.24,0.011
136.147.57.25,0.011
136.147.57.32,0.009
136.147.57.33,0.011
136.147.57.34,0.011
136.147.57.37,0.008
136.147.57.40,0.006
136.147.57.43,0.005
136.147.57.44,0.009
136.147.57.45,0.009
136.147.57.48,0.006
136.147.57.49,0.009
136.147.57.50,0.011
136.147.57.51,0.011
136.147.57.67,0.012
136.147.57.68,0.012
136.147.57.69,0.006
136.147.57.70,0.009
136.147.57.71,0.01
136.147.57.72,0.003
136.147.57.78,0.01
136.147.57.81,0.006
136.147.57.82,0.01
136.147.57.83,0.011
136.147.57.84,0.011
136.147.57.87,0.01
136.147.57.88,0.006
136.147.57.89,0.011
136.147.57.90,0.011
136.147.57.96,0.006
136.147.57.99,0.006
136.147.57.102,0.006
136.147.57.106,0.009
136.147.57.107,0.011
136.147.57.108,0.011
136.147.57.109,0.009
136.147.57.110,0.011
136.147.57.111,0.01
136.147.57.112,0.01
136.147.57.113,0.011
136.147.57.114,0.011
136.147.57.118,0.009
136.147.57.119,0.011
136.147.57.120,0.011
136.147.57.123,0.006
136.147.57.124,0.01
136.147.57.125,0.01
136.147.57.126,0.01
136.147.57.144,0.007
136.147.57.148,0.009
136.147.57.149,0.01
136.147.57.150,0.009
136.147.57.151,0.009
136.147.57.152,0.011
136.147.57.153,0.011
136.147.57.160,0.01
136.147.57.161,0.011
136.147.57.162,0.011
136.147.57.165,0.008
136.147.57.168,0.006
136.147.57.171,0.012
136.147.57.172,0.01
136.147.57.173,0.009
136.147.57.176,0.006
136.147.57.177,0.011
136.147.57.178,0.011
136.147.57.179,0.009
136.147.57.182,0.006
136.147.57.195,0.014
136.147.57.196,0.012
136.147.57.197,0.006
136.147.57.198,0.009
136.147.57.199,0.01
136.147.57.200,0.01
136.147.57.206,0.011
136.147.57.209,0.007
136.147.57.210,0.01
136.147.57.211,0.011
136.147.57.212,0.011
136.147.57.215,0.011
136.147.57.216,0.01
136.147.57.217,0.011
136.147.57.218,0.011
136.147.57.224,0.007
136.147.57.227,0.007
136.147.57.230,0.006
136.147.57.234,0.01
136.147.57.235,0.011
136.147.57.236,0.011
136.147.57.237,0.009
136.147.57.238,0.011
136.147.57.239,0.01
136.147.57.240,0.01
136.147.57.241,0.011
136.147.57.242,0.011
136.147.57.246,0.01
136.147.57.247,0.011
136.147.57.248,0.011
136.147.57.251,0.006
136.147.57.252,0.009
136.147.57.253,0.003
136.147.57.254,0.01
202.6.246.10,0.001
202.6.246.57,0.049
202.6.246.69,0
202.6.246.105,0
202.6.246.121,0
202.6.246.122,0
202.6.246.123,0
202.6.246.124,0
202.6.246.125,0
202.6.246.126,0
202.6.246.127,0
202.6.246.128,0
202.6.246.129,0.001
202.6.246.130,0.001
202.6.246.225,0.007
202.6.246.226,0.032
202.6.246.227,0.028
119.235.235.11,0
119.235.235.12,0.01
119.235.235.15,0.005
119.235.235.105,0
210.140.131.10,0
210.140.131.14,0
210.140.131.20,0
210.140.131.21,0
210.140.131.22,0
210.140.131.30,0
210.140.131.170,0.043
210.140.131.171,0.037
210.140.131.172,0.048
210.140.131.190,0.054
210.140.131.191,0.052
210.140.131.192,0.042
210.140.131.193,0.054
210.140.131.242,0.05
210.140.131.243,0.048
210.140.131.244,0.054
210.140.131.245,0.054
210.140.131.246,0.053
210.140.131.247,0.047
216.18.168.1,0
216.18.168.2,0
216.18.168.3,0
216.18.168.6,0.886
216.18.168.15,2.611
216.18.168.16,2.808
216.18.168.17,2.336
216.18.168.19,2.24
216.18.168.20,0
216.18.168.21,0
216.18.168.27,0.089
216.18.168.28,0.128
216.18.168.29,0
216.18.168.30,0
216.18.168.31,0
216.18.168.32,0
216.18.168.36,0
216.18.168.37,0
216.18.168.38,0
216.18.168.48,0.263
216.18.168.49,0.298
216.18.168.60,0
216.18.168.61,0.001
216.18.168.67,0
216.18.168.68,0.044
216.18.168.69,0.046
216.18.168.70,0.001
216.18.168.71,0.001
216.18.168.72,0
216.18.168.73,0
216.18.168.74,0.042
216.18.168.76,0
216.18.168.79,0
216.18.168.80,0.001
216.18.168.81,0.002
216.18.168.82,0
216.18.168.86,0.002
216.18.168.87,0.002
216.18.168.102,0.024
216.18.168.112,0.049
216.18.168.114,0
216.18.168.120,0
216.18.168.121,0
216.18.168.122,0
216.18.168.133,0.001
216.18.168.134,0
216.18.168.136,0
216.18.168.138,0.046
216.18.168.140,0
216.18.168.141,0
216.18.168.142,0
216.18.168.143,0
216.18.168.144,0
216.18.168.145,0
216.18.168.146,0
216.18.168.147,0
216.18.168.148,0
216.18.168.149,0
216.18.168.150,0
216.18.168.151,0
216.18.168.152,0
216.18.168.153,0
216.18.168.154,0
216.18.168.155,0
216.18.168.156,0
216.18.168.157,0
216.18.168.158,0
216.18.168.159,0
216.18.168.160,0.001
216.18.168.161,0.001
216.18.168.168,0.001
216.18.168.169,0
216.18.168.171,0
216.18.168.177,0
216.18.168.178,0.499
216.18.168.180,0
216.18.168.182,0.001
216.18.168.183,0.298
216.18.168.185,0.19
216.18.168.186,0.002
216.18.168.187,0.002
216.18.168.188,0
216.18.168.190,0
216.18.168.191,0
216.18.168.192,0
216.18.168.193,0
216.18.168.194,0
216.18.168.195,0
216.18.168.196,0
216.18.168.197,0
216.18.168.198,0
216.18.168.199,0
216.18.168.200,0
216.18.168.201,0
216.18.168.202,0
216.18.168.203,0
216.18.168.207,0.007
103.49.221.1,0.092
103.49.221.28,0
103.49.221.103,0.073
103.49.221.104,0.093
103.49.221.108,0.095
103.49.221.109,0.095
103.49.221.112,0.002
103.49.221.117,0.084
103.49.221.118,0.002
103.49.221.119,0.084
103.49.221.122,0.001
103.49.221.130,0.002
103.49.221.131,0.002
103.49.221.132,0.095
103.49.221.134,0.085
103.49.221.135,0.004
103.49.221.149,0.085
103.49.221.160,0.002
103.49.221.166,0.084
103.49.221.182,0.08
103.49.221.187,0.09
103.49.221.190,0.089
103.49.221.191,0.095
103.49.221.192,0.089
103.49.221.196,0
103.49.221.206,0.074
103.49.221.213,0.002
103.49.221.223,0.085
103.49.221.226,0.086
103.49.221.229,0
103.49.221.239,0.086
103.49.221.253,0.004
103.49.221.254,0.037
35.201.95.1,11.626
35.201.95.17,0
35.201.95.34,0.121
35.201.95.54,0.002
35.201.95.72,0.009
35.201.95.103,0.008
35.201.95.114,0.001
35.201.95.122,0.018
35.201.95.164,0.251
35.201.95.165,0.002
35.201.95.166,0.005
35.201.95.190,0
35.201.95.201,0.126
35.201.95.202,0
35.201.95.204,0.005
35.201.95.207,0
35.201.95.222,0
35.201.95.225,0
35.201.95.227,0.018
35.201.95.231,0.052
35.201.95.232,0.019
35.201.95.235,0
35.201.95.239,0.017
35.201.95.243,0.002
35.201.95.244,0.152
35.201.95.250,0
35.201.95.252,0.101
35.201.95.253,0.007
35.201.95.254,0.002
151.101.194.1,0.332
151.101.194.24,0.322
151.101.194.25,0.096
151.101.194.51,1.013
151.101.194.65,0.091
151.101.194.97,0.288
151.101.194.101,0.113
151.101.194.104,0.098
151.101.194.143,0.69
151.101.194.150,0.424
151.101.194.208,0.17
52.95.120.108,0.001
52.95.120.184,0.001
52.95.120.185,0.001
52.95.120.193,0
31.216.148.11,0.032
31.216.148.13,0.032
31.216.148.18,0.011
31.216.148.19,0.01
31.216.148.22,0.014
31.216.148.23,0.015
31.216.148.30,0.012
123.103.122.9,0
123.103.122.10,0.001
123.103.122.11,0.022
123.103.122.20,0.027
123.103.122.36,0.032
123.103.122.43,0
123.103.122.45,0
123.103.122.92,0.116
123.103.122.101,0.124
123.103.122.107,0.171
123.103.122.108,0.437
123.103.122.115,0.393
123.103.122.116,0.313
123.103.122.121,0
123.103.122.122,0
123.103.122.123,0
123.103.122.124,0
123.103.122.125,0
123.103.122.126,0
123.103.122.191,0.118
123.103.122.192,0.119
123.103.122.201,0.134
123.103.122.202,0.117
123.103.122.207,0.419
123.103.122.208,0.495
123.103.122.215,0.438
123.103.122.216,0.554
123.103.122.221,0
123.103.122.222,0
123.103.122.223,0
123.103.122.224,0
123.103.122.225,0
123.103.122.226,0
23.198.74.143,0.006
23.198.74.144,0.006
82.165.230.21,0
82.165.230.22,0
82.165.230.23,0
101.227.188.13,0.001
101.227.188.31,0.001
193.252.133.32,0.363
193.252.133.90,0
193.252.133.106,0.018
193.252.133.107,0.017
193.252.133.108,0.018
193.252.133.117,0.113
69.252.80.199,0.004
69.252.80.204,0.005
69.252.80.205,0.006
69.252.80.244,0.004
144.82.252.24,0
144.82.252.25,0
144.82.252.26,0
144.82.252.111,0.711
144.82.252.118,0.911
113.11.255.21,0
113.11.255.22,0
113.11.255.23,0
113.11.255.24,0
113.11.255.25,0
113.11.255.27,0.002
113.11.255.41,0.036
113.11.255.42,0.031
113.11.255.43,0.01
113.11.255.44,0.036
82.165.229.24,0.528
82.165.229.31,0
82.165.229.32,0
82.165.229.33,0
82.165.229.34,0.001
82.165.229.38,0.82
82.165.229.50,0.001
82.165.229.52,0.001
82.165.229.53,0.001
82.165.229.54,0.001
82.165.229.96,0.449
82.165.229.130,0
54.235.145.10,0.006
54.235.145.50,0
54.235.145.125,0.017
54.235.145.139,0
54.235.145.164,0.015
54.235.145.175,0
54.235.145.185,0
54.235.145.197,0.154
54.235.145.246,0.062
123.103.57.14,0.202
123.103.57.15,0.013
123.103.57.16,0.011
123.103.57.19,0
123.103.57.20,0
123.103.57.22,0.014
123.103.57.23,0.442
123.103.57.24,0.122
123.103.57.25,0
123.103.57.26,0
123.103.57.27,0
123.103.57.28,0.01
123.103.57.29,0.001
123.103.57.35,0
123.103.57.38,0.007
123.103.57.41,0
123.103.57.42,0.001
123.103.57.46,0.002
123.103.57.54,0
123.103.57.56,0.012
123.103.57.59,0.001
123.103.57.60,0
123.103.57.61,0.013
123.103.57.62,0.001
123.103.57.63,0
123.103.57.65,0
123.103.57.69,0.002
123.103.57.70,0
123.103.57.73,0
123.103.57.79,0
123.103.57.83,0.001
123.103.57.84,0.001
123.103.57.85,0
123.103.57.95,0
123.103.57.98,0.237
123.103.57.99,0
123.103.57.105,1.019
123.103.57.106,0
123.103.57.108,0.586
123.103.57.109,0.001
123.103.57.111,0.2
123.103.57.112,0.013
123.103.57.115,0
123.103.57.116,0
123.103.57.117,0.013
123.103.57.118,0.131
123.103.57.120,0
123.103.57.122,0
123.103.57.123,0.001
123.103.57.126,0.001
123.103.57.127,0
123.103.57.129,0.001
123.103.57.151,0
123.103.57.160,0
123.103.57.161,0
123.103.57.163,0
123.103.57.165,0.444
123.103.57.167,0.011
123.103.57.170,0.011
123.103.57.172,0
123.103.57.180,0.013
123.103.57.202,0.007
123.103.57.222,0.001
123.103.57.230,0.002
123.103.57.231,0.002
123.103.57.232,0.002
123.103.57.233,0.004
123.103.57.234,0
123.103.57.235,0
123.103.57.236,0
123.103.57.237,0
123.103.57.238,0.034
123.103.57.239,0.002
123.103.57.240,0
123.103.57.241,0.002
123.103.57.242,0.002
123.103.57.254,0.001
211.231.108.17,0.002
211.231.108.24,0
211.231.108.25,0
211.231.108.27,0.021
211.231.108.33,0
211.231.108.35,0
211.231.108.40,0
211.231.108.61,0.005
211.231.108.75,0.005
211.231.108.77,0.005
211.231.108.80,0
211.231.108.84,0.003
211.231.108.85,0.029
211.231.108.87,0.037
211.231.108.92,0
211.231.108.93,0
211.231.108.97,0.037
211.231.108.135,0.007
211.231.108.140,0
211.231.108.144,0
211.231.108.149,0.005
211.231.108.150,0.005
211.231.108.153,0
211.231.108.158,0
211.231.108.159,0.007
211.231.108.160,0
211.231.108.168,0
211.231.108.181,0.342
211.231.108.192,0.001
211.231.108.193,0.039
211.231.108.194,0
211.231.108.195,0
193.164.196.27,0.01
193.164.196.61,0.01
193.164.196.163,0.017
193.164.196.170,0.003
163.171.128.133,0.014
14.17.102.54,0.009
14.17.102.55,0
14.17.102.57,0.001
14.17.102.62,0.009
14.17.102.75,0.037
14.17.102.105,0.017
14.17.102.107,0.001
14.17.102.114,0.258
14.17.102.116,0.072
14.17.102.138,0.001
14.17.102.141,0.002
14.17.102.142,0.034
14.17.102.146,0.001
14.17.102.194,0.001
35.186.224.53,1.483
35.186.224.63,1.607
35.186.224.64,0.148
35.186.224.69,0.016
35.186.224.80,0.001
35.186.224.85,0.085
35.186.224.93,0.067
35.186.224.94,3.941
35.186.224.96,0.001
35.186.224.117,0.014
35.186.224.130,0
35.186.224.132,0.034
35.186.224.134,0.031
35.186.224.137,0.008
35.186.224.141,0.051
35.186.224.143,0.019
35.186.224.151,0.002
35.186.224.171,0.002
35.186.224.179,0.012
35.186.224.182,2.868
35.186.224.192,0
35.186.224.195,0
35.186.224.203,0.036
35.186.224.216,0.287
35.186.224.242,0.02
35.186.224.254,0.015
151.101.2.1,0.339
151.101.2.24,0.37
151.101.2.25,0.073
151.101.2.51,0.823
151.101.2.65,0.075
151.101.2.97,0.36
151.101.2.101,0.091
151.101.2.104,0.394
151.101.2.143,0.726
151.101.2.150,0.476
151.101.2.208,0.189
59.110.149.2,0.013
59.110.149.3,0.006
59.110.149.7,0.133
59.110.149.10,0.033
59.110.149.18,0.01
59.110.149.19,0.011
59.110.149.20,0.007
59.110.149.21,0.011
59.110.149.22,0.009
59.110.149.23,0.009
59.110.149.24,0.012
59.110.149.25,0.005
59.110.149.26,0.012
59.110.149.27,0.008
59.110.149.30,0.051
59.110.149.35,0.372
59.110.149.43,0.002
59.110.149.45,0.001
59.110.149.49,0.002
59.110.149.60,0.013
59.110.149.67,0.001
59.110.149.72,0.048
59.110.149.73,0.002
59.110.149.80,0.001
59.110.149.91,0.002
59.110.149.95,0.001
59.110.149.99,0.011
59.110.149.102,0.001
59.110.149.103,0.01
59.110.149.108,0.179
59.110.149.109,0.008
59.110.149.117,0.001
59.110.149.121,0.004
59.110.149.130,0
59.110.149.131,0.002
59.110.149.139,0.296
59.110.149.152,0.019
59.110.149.155,0.004
59.110.149.175,0
59.110.149.177,0
59.110.149.178,0.012
59.110.149.179,0.001
59.110.149.181,0
59.110.149.182,0
59.110.149.184,0.002
59.110.149.193,0.097
59.110.149.198,0.002
59.110.149.200,0.011
59.110.149.201,0.007
59.110.149.203,0.011
59.110.149.212,0
59.110.149.217,0.002
59.110.149.218,0.001
59.110.149.219,0.001
59.110.149.221,0.029
59.110.149.222,0.002
59.110.149.224,0
59.110.149.231,0.036
59.110.149.232,0
59.110.149.234,0
59.110.149.235,0.026
59.110.149.238,0.009
59.110.149.239,0.008
59.110.149.242,0.01
66.29.212.23,0.002
103.194.152.142,0
103.194.152.143,0.005
103.194.152.144,0.01
103.194.152.146,0.003
103.194.152.161,0.191
151.101.66.1,0.13
151.101.66.24,0.351
151.101.66.25,0.143
151.101.66.51,0.851
151.101.66.65,0.089
151.101.66.97,0.359
151.101.66.101,0.216
151.101.66.104,0.131
151.101.66.143,0.258
151.101.66.150,0.448
151.101.66.208,0.531
63.245.208.209,0
63.245.208.212,0.415
63.245.208.213,0.432
63.245.208.217,0
173.192.101.19,0.005
173.192.101.20,0.005
173.192.101.21,0.005
173.192.101.23,0.005
173.192.101.24,0.005
173.192.101.26,0.005
173.192.101.28,0.005
173.192.101.29,0.005
173.192.101.30,0.005
173.192.101.174,0.006
173.192.101.248,0.255
173.192.101.249,0.185
96.114.21.30,0.149
96.114.21.32,0.465
